Date,Open,High,Low,Close,Volume
7/15/1998 0:00:00,10641,10791,10578,10648,
7/16/1998 0:00:00,10703,10920,10690,10907,
7/17/1998 0:00:00,10907,11110,10907,11057,
7/20/1998 0:00:00,11059,11097,10950,11041,
7/21/1998 0:00:00,11041,11156,10898,10922,
7/22/1998 0:00:00,10922,10931,10718,10912,
7/23/1998 0:00:00,10913,10913,10635,10639,
7/24/1998 0:00:00,10639,10784,10402,10574,
7/27/1998 0:00:00,10571,10579,10323,10564,
7/28/1998 0:00:00,10564,10709,10233,10318,
7/29/1998 0:00:00,10318,10755,10318,10542,
7/30/1998 0:00:00,10543,11064,10543,10939,
7/31/1998 0:00:00,10939,10996,10643,10707,
8/3/1998 0:00:00,10705,10705,10399,10412,
8/4/1998 0:00:00,10461,10510,9840,9859,
8/5/1998 0:00:00,9859,9960,9558,9828,
8/6/1998 0:00:00,9747,9779,9617,9689,
8/7/1998 0:00:00,9689,9689,9193,9319,
8/10/1998 0:00:00,9318,9318,9031,9182,
8/11/1998 0:00:00,9173,9173,8657,8801,
8/12/1998 0:00:00,8801,9066,8399,8417,
8/13/1998 0:00:00,8459,8785,8364,8710,
8/14/1998 0:00:00,8710,8981,8609,8743,
8/17/1998 0:00:00,8743,8746,8492,8609,
8/18/1998 0:00:00,8610,8678,8383,8642,
8/19/1998 0:00:00,8646,8842,8495,8541,
8/20/1998 0:00:00,8541,8541,7972,7991,
8/21/1998 0:00:00,7991,7991,7191,7763,
8/24/1998 0:00:00,7765,7887,7496,7655,
8/25/1998 0:00:00,7655,7932,7520,7648,
8/26/1998 0:00:00,7644,7644,7301,7347,
8/27/1998 0:00:00,7338,7338,6577,6616,
8/28/1998 0:00:00,6617,6890,6530,6746,
8/31/1998 0:00:00,6788,6788,6454,6472,
9/1/1998 0:00:00,6472,6949,6387,6917,
9/2/1998 0:00:00,6917,7104,6793,6804,
9/3/1998 0:00:00,6781,6781,6187,6218,
9/4/1998 0:00:00,6218,6441,5354,5837,
9/8/1998 0:00:00,5833,6130,5687,5816,
9/9/1998 0:00:00,5816,5816,5627,5655,
9/10/1998 0:00:00,5653,5653,4750,4760,
9/11/1998 0:00:00,4763,5400,4575,5398,63
9/14/1998 0:00:00,5400,5844,5275,5818,
9/15/1998 0:00:00,5815,6905,5600,6905,
9/16/1998 0:00:00,6906,7452,6509,6759,
9/17/1998 0:00:00,6758,6758,6077,6432,
9/18/1998 0:00:00,6432,6737,6432,6709,
9/21/1998 0:00:00,6707,6707,6201,6449,
9/22/1998 0:00:00,6451,6725,6451,6559,
9/23/1998 0:00:00,6561,7295,6561,7280,
9/24/1998 0:00:00,7280,7385,6811,6844,
9/25/1998 0:00:00,6833,6833,6410,6711,
9/28/1998 0:00:00,6755,7036,6755,6827,
9/29/1998 0:00:00,6827,6883,6651,6868,
9/30/1998 0:00:00,6866,6866,6564,6593,
10/1/1998 0:00:00,6593,6593,5950,5960,
10/2/1998 0:00:00,5961,6419,5961,6409,
10/5/1998 0:00:00,6354,6354,5996,6122,
10/6/1998 0:00:00,6138,6523,6138,6336,
10/7/1998 0:00:00,6342,6422,6009,6156,
10/8/1998 0:00:00,6152,6194,5878,6175,
10/9/1998 0:00:00,6180,6527,6180,6527,
10/13/1998 0:00:00,6571,6680,6516,6618,
10/14/1998 0:00:00,6617,6617,6439,6445,
10/15/1998 0:00:00,6444,6888,6290,6874,
10/16/1998 0:00:00,6874,6925,6634,6707,
10/19/1998 0:00:00,6707,6970,6659,6844,
10/20/1998 0:00:00,6844,7073,6844,6973,
10/21/1998 0:00:00,6975,7380,6943,7350,
10/22/1998 0:00:00,7350,7629,7275,7603,
10/23/1998 0:00:00,7602,7602,7267,7272,
10/26/1998 0:00:00,7272,7330,6944,6971,
10/27/1998 0:00:00,6973,7173,6759,6869,
10/28/1998 0:00:00,6866,7139,6737,6826,
10/29/1998 0:00:00,6820,6820,6461,6538,
10/30/1998 0:00:00,6611,7108,6611,7047,
11/3/1998 0:00:00,7047,7515,7047,7509,
11/4/1998 0:00:00,7509,7834,7509,7655,
11/5/1998 0:00:00,7655,8113,7585,8092,
11/6/1998 0:00:00,8092,8370,8092,8214,
11/9/1998 0:00:00,8214,8348,8157,8242,
11/10/1998 0:00:00,8242,8242,7963,8000,
11/11/1998 0:00:00,7998,8228,7751,7762,
11/12/1998 0:00:00,7762,7927,7444,7470,
11/13/1998 0:00:00,7471,7844,7462,7615,
11/16/1998 0:00:00,7615,8004,7615,8003,
11/17/1998 0:00:00,8004,8356,8004,8330,
11/18/1998 0:00:00,8330,8628,8279,8547,
11/19/1998 0:00:00,8547,8608,8307,8317,
11/20/1998 0:00:00,8318,8614,8316,8531,
11/23/1998 0:00:00,8531,8731,8518,8635,
11/24/1998 0:00:00,8635,8635,8391,8606,
11/25/1998 0:00:00,8606,8934,8547,8909,
11/26/1998 0:00:00,8910,9064,8875,8953,
11/27/1998 0:00:00,8953,9128,8918,9093,
11/30/1998 0:00:00,9093,9094,8628,8631,
12/1/1998 0:00:00,8631,8631,8242,8544,
12/2/1998 0:00:00,8544,8737,8348,8448,
12/3/1998 0:00:00,8446,8446,7626,7706,
12/4/1998 0:00:00,7702,7935,7505,7626,
12/7/1998 0:00:00,7626,7971,7626,7945,
12/8/1998 0:00:00,7945,8024,7605,7629,
12/9/1998 0:00:00,7629,7773,7431,7572,
12/10/1998 0:00:00,7572,7733,7501,7530,
12/11/1998 0:00:00,7530,7530,7146,7195,
12/14/1998 0:00:00,7195,7195,6554,6583,
12/15/1998 0:00:00,6582,6967,6480,6934,
12/16/1998 0:00:00,6937,7038,6430,6618,
12/17/1998 0:00:00,6618,6755,6377,6645,
12/18/1998 0:00:00,6650,6787,6588,6781,
12/21/1998 0:00:00,6781,7205,6781,7201,
12/22/1998 0:00:00,7201,7268,7083,7115,
12/23/1998 0:00:00,7105,7233,7105,7176,
12/28/1998 0:00:00,7176,7209,6853,6898,
12/29/1998 0:00:00,6896,6896,6626,6715,
12/30/1998 0:00:00,6716,6864,6712,6784,
1/4/1999 0:00:00,6786,7052,6786,6941,
1/5/1999 0:00:00,6941,7146,6842,7110,
1/6/1999 0:00:00,7110,7334,7110,7330,
1/7/1999 0:00:00,7161,7161,6840,6954,
1/8/1999 0:00:00,6955,7099,6706,6781,
1/11/1999 0:00:00,6783,6783,6267,6403,
1/12/1999 0:00:00,6407,6407,5791,5915,
1/13/1999 0:00:00,5657,5742,5277,5617,
1/14/1999 0:00:00,5701,5857,5050,5057,
1/15/1999 0:00:00,5038,6782,4797,6746,
1/18/1999 0:00:00,6759,7342,6484,7113,
1/19/1999 0:00:00,7114,7413,6979,7380,
1/20/1999 0:00:00,7418,7721,7418,7674,
1/21/1999 0:00:00,7674,7676,7116,7321,
1/22/1999 0:00:00,7316,7413,7048,7189,
1/26/1999 0:00:00,7193,7789,7193,7645,
1/27/1999 0:00:00,7646,7848,7552,7687,
1/28/1999 0:00:00,7734,7988,7734,7987,
1/29/1999 0:00:00,8051,8540,8051,8171,
2/1/1999 0:00:00,8187,8891,8160,8891,
2/2/1999 0:00:00,8885,8911,8509,8731,
2/3/1999 0:00:00,8798,8897,8586,8676,
2/4/1999 0:00:00,8681,8714,8416,8652,
2/5/1999 0:00:00,8654,8654,8309,8435,
2/8/1999 0:00:00,8435,8827,8320,8824,
2/9/1999 0:00:00,8840,8975,8656,8675,
2/10/1999 0:00:00,8659,8853,8565,8853,
2/11/1999 0:00:00,8862,9115,8859,8990,
2/12/1999 0:00:00,8991,8996,8839,8952,
2/17/1999 0:00:00,8952,9090,8927,8974,
2/18/1999 0:00:00,8975,9023,8830,8860,
2/19/1999 0:00:00,8860,9013,8760,9013,
2/22/1999 0:00:00,9013,9142,8959,9074,
2/23/1999 0:00:00,9075,9267,8931,8942,
2/24/1999 0:00:00,8941,9005,8822,8953,
2/25/1999 0:00:00,8955,8998,8603,8674,
2/26/1999 0:00:00,8674,8910,8670,8910,
3/1/1999 0:00:00,8912,9198,8912,9198,
3/2/1999 0:00:00,9200,9204,9052,9070,
3/3/1999 0:00:00,9070,9154,9007,9154,
3/4/1999 0:00:00,9155,9508,9155,9508,
3/5/1999 0:00:00,9509,9716,9433,9465,
3/8/1999 0:00:00,9465,9785,9461,9785,
3/9/1999 0:00:00,9785,9801,9458,9484,
3/10/1999 0:00:00,9484,9817,9484,9778,
3/11/1999 0:00:00,9780,10080,9685,9697,
3/12/1999 0:00:00,9694,9755,9469,9574,
3/15/1999 0:00:00,9625,10413,9575,10413,
3/16/1999 0:00:00,10413,10730,10345,10658,
3/17/1999 0:00:00,10658,10725,10493,10634,
3/18/1999 0:00:00,10634,10976,10585,10894,
3/19/1999 0:00:00,10896,11100,10787,10835,
3/22/1999 0:00:00,10836,10836,10466,10527,
3/23/1999 0:00:00,10526,10834,10324,10416,
3/24/1999 0:00:00,10416,10587,10350,10428,
3/25/1999 0:00:00,10448,10995,10448,10937,
3/26/1999 0:00:00,10937,11029,10802,10865,
3/29/1999 0:00:00,10866,10965,10751,10868,
3/30/1999 0:00:00,10868,11074,10859,11027,
3/31/1999 0:00:00,11029,11060,10660,10696,
4/5/1999 0:00:00,10696,11021,10679,11021,
4/6/1999 0:00:00,11021,11331,11021,11165,
4/7/1999 0:00:00,11165,11530,11165,11529,
4/8/1999 0:00:00,11534,11826,11367,11465,
4/9/1999 0:00:00,11473,11615,11257,11328,
4/12/1999 0:00:00,11326,11459,11006,11429,
4/13/1999 0:00:00,11431,11601,11148,11217,
4/14/1999 0:00:00,11219,11398,11144,11305,
4/15/1999 0:00:00,11306,11369,11141,11245,
4/16/1999 0:00:00,11251,11557,11251,11428,
4/19/1999 0:00:00,11533,11745,11154,11196,
4/20/1999 0:00:00,11193,11193,10734,10989,
4/22/1999 0:00:00,11003,11303,10965,11083,
4/23/1999 0:00:00,11086,11131,10983,11031,
4/26/1999 0:00:00,11042,11163,10797,10797,
4/27/1999 0:00:00,10808,10969,10676,10885,
4/28/1999 0:00:00,10882,11155,10859,11127,
4/29/1999 0:00:00,11147,11299,11014,11085,
4/30/1999 0:00:00,11074,11463,11064,11350,
5/3/1999 0:00:00,11350,11465,11214,11436,
5/4/1999 0:00:00,11439,11471,11198,11268,
5/5/1999 0:00:00,11267,11587,11222,11578,
5/6/1999 0:00:00,11587,11917,11546,11888,
5/7/1999 0:00:00,11890,12233,11824,12233,
5/10/1999 0:00:00,12234,12530,12118,12412,
5/11/1999 0:00:00,12383,12472,12223,12267,
5/12/1999 0:00:00,12268,12268,11988,12147,
5/13/1999 0:00:00,12147,12589,12147,12459,
5/14/1999 0:00:00,12398,12406,12211,12335,
5/17/1999 0:00:00,12331,12337,11973,12151,
5/18/1999 0:00:00,12152,12353,12100,12267,
5/19/1999 0:00:00,12286,12350,12007,12118,
5/20/1999 0:00:00,12116,12242,11994,12088,
5/21/1999 0:00:00,12087,12091,11646,11727,
5/24/1999 0:00:00,11727,11839,11104,11154,
5/25/1999 0:00:00,11150,11150,10562,10602,
5/26/1999 0:00:00,10610,11245,10610,11245,
5/27/1999 0:00:00,11256,11283,10875,10936,
5/28/1999 0:00:00,10940,11007,10843,10929,
5/31/1999 0:00:00,10932,11105,10793,11089,
6/1/1999 0:00:00,11089,11090,10741,11050,
6/2/1999 0:00:00,11052,11100,10748,10996,
6/4/1999 0:00:00,10997,11296,10993,11233,
6/7/1999 0:00:00,11233,11308,11044,11047,
6/8/1999 0:00:00,11051,11226,10980,11032,
6/9/1999 0:00:00,11043,11189,10889,10889,
6/10/1999 0:00:00,10858,11128,10800,11089,
6/11/1999 0:00:00,11139,11291,11060,11104,
6/14/1999 0:00:00,11107,11259,11039,11084,
6/15/1999 0:00:00,11084,11240,11084,11183,
6/16/1999 0:00:00,11192,11677,11192,11643,
6/17/1999 0:00:00,11641,11819,11577,11628,
6/18/1999 0:00:00,11628,11903,11547,11877,
6/21/1999 0:00:00,11895,12010,11839,12005,
6/22/1999 0:00:00,12007,12117,11931,11974,
6/23/1999 0:00:00,11976,11976,11752,11792,
6/24/1999 0:00:00,11791,11805,11403,11430,
6/25/1999 0:00:00,11427,11524,11145,11219,
6/28/1999 0:00:00,11221,11382,11200,11264,
6/29/1999 0:00:00,11264,11442,11253,11379,
6/30/1999 0:00:00,11379,11682,11189,11626,
7/1/1999 0:00:00,11633,11815,11596,11708,
7/2/1999 0:00:00,11706,11861,11673,11835,
7/5/1999 0:00:00,11834,11996,11834,11936,
7/7/1999 0:00:00,11671,11752,11616,11745,
7/8/1999 0:00:00,11745,11745,11429,11509,
7/12/1999 0:00:00,11509,11589,11137,11273,
7/13/1999 0:00:00,11274,11311,10859,11302,
7/14/1999 0:00:00,11311,11460,11273,11349,
7/15/1999 0:00:00,11381,11475,11347,11361,
7/16/1999 0:00:00,11355,11413,11247,11407,
7/19/1999 0:00:00,11409,11482,11364,11451,
7/20/1999 0:00:00,11453,11465,11234,11274,
7/21/1999 0:00:00,11274,11361,11215,11302,
7/22/1999 0:00:00,11302,11328,11197,11238,
7/23/1999 0:00:00,11239,11261,10974,10989,
7/26/1999 0:00:00,10989,10990,10645,10675,
7/27/1999 0:00:00,10675,10850,10675,10734,
7/28/1999 0:00:00,10746,10867,10684,10691,
7/29/1999 0:00:00,10711,10720,10345,10568,
7/30/1999 0:00:00,10565,10628,10379,10441,
8/2/1999 0:00:00,10441,10566,10208,10211,
8/3/1999 0:00:00,10210,10326,10111,10264,
8/4/1999 0:00:00,10271,10309,10125,10172,
8/6/1999 0:00:00,10197,10264,10000,10038,
8/9/1999 0:00:00,10040,10055,9919,9948,
8/10/1999 0:00:00,9948,9948,9648,9834,
8/11/1999 0:00:00,9835,10149,9835,10136,
8/12/1999 0:00:00,10143,10316,10030,10045,
8/13/1999 0:00:00,10048,10186,10048,10180,
8/16/1999 0:00:00,10180,10201,10070,10118,
8/17/1999 0:00:00,10156,10191,9924,9924,
8/18/1999 0:00:00,9921,9922,9592,9689,
8/19/1999 0:00:00,9687,9919,9579,9818,
8/20/1999 0:00:00,9819,10144,9819,10142,
8/23/1999 0:00:00,10141,10212,10077,10180,
8/24/1999 0:00:00,10181,10361,10125,10314,
8/25/1999 0:00:00,10317,10678,10317,10650,
8/26/1999 0:00:00,10655,10725,10496,10496,
8/27/1999 0:00:00,10496,10627,10474,10545,
8/30/1999 0:00:00,10547,10676,10489,10524,
8/31/1999 0:00:00,10524,10609,10375,10564,
9/2/1999 0:00:00,10844,11032,10753,10998,
9/3/1999 0:00:00,11025,11254,11025,11156,
9/6/1999 0:00:00,11158,11189,11113,11185,
9/8/1999 0:00:00,11185,11185,11002,11090,
9/9/1999 0:00:00,11087,11304,11087,11292,
9/10/1999 0:00:00,11297,11434,11297,11363,
9/13/1999 0:00:00,11363,11504,11313,11477,
9/14/1999 0:00:00,11477,11594,11364,11459,
9/15/1999 0:00:00,11465,11501,11212,11263,
9/16/1999 0:00:00,11263,11287,11047,11094,
9/17/1999 0:00:00,11095,11290,11095,11290,
9/20/1999 0:00:00,11293,11586,11293,11586,
9/21/1999 0:00:00,11588,11594,11400,11449,
9/22/1999 0:00:00,11448,11554,11394,11531,
9/23/1999 0:00:00,11531,11735,11367,11385,
9/24/1999 0:00:00,11381,11532,11289,11532,
9/27/1999 0:00:00,11580,11631,11501,11542,
9/28/1999 0:00:00,11541,11541,11314,11442,
9/29/1999 0:00:00,11443,11552,11401,11433,
9/30/1999 0:00:00,11435,11580,11106,11106,
10/1/1999 0:00:00,11104,11104,10796,10959,
10/4/1999 0:00:00,10978,11079,10961,11055,
10/5/1999 0:00:00,11051,11063,10856,10923,
10/6/1999 0:00:00,10927,11356,10927,11345,
10/7/1999 0:00:00,11349,11468,11167,11338,
10/8/1999 0:00:00,11338,11459,11185,11459,
10/11/1999 0:00:00,11472,11535,11448,11478,
10/13/1999 0:00:00,11466,11466,11251,11297,
10/14/1999 0:00:00,11301,11382,11301,11330,
10/15/1999 0:00:00,11307,11307,11119,11146,
10/18/1999 0:00:00,11146,11152,10900,10978,
10/19/1999 0:00:00,10981,11212,10981,11097,
10/20/1999 0:00:00,11108,11282,11108,11274,
10/21/1999 0:00:00,11281,11282,11161,11253,
10/22/1999 0:00:00,11258,11497,11258,11460,
10/25/1999 0:00:00,11458,11482,11336,11394,
10/26/1999 0:00:00,11398,11540,11398,11469,
10/27/1999 0:00:00,11469,11539,11451,11530,
10/28/1999 0:00:00,11548,11720,11548,11700,
10/29/1999 0:00:00,11716,11826,11677,11700,
11/1/1999 0:00:00,11701,11766,11684,11762,
11/3/1999 0:00:00,11762,12346,11762,12346,
11/4/1999 0:00:00,12346,12651,12341,12406,
11/5/1999 0:00:00,12409,12736,12358,12714,
11/8/1999 0:00:00,12699,12967,12519,12960,
11/9/1999 0:00:00,12972,13069,12847,12879,
11/10/1999 0:00:00,12876,13149,12814,13101,
11/11/1999 0:00:00,13101,13281,12984,13189,
11/12/1999 0:00:00,13189,13293,13049,13114,
11/16/1999 0:00:00,13112,13208,13083,13128,
11/17/1999 0:00:00,13131,13131,12735,12812,
11/18/1999 0:00:00,12812,13123,12726,13087,
11/19/1999 0:00:00,13090,13508,13090,13462,
11/22/1999 0:00:00,13465,13659,13312,13435,
11/23/1999 0:00:00,13445,13693,13351,13565,
11/24/1999 0:00:00,13570,13629,13366,13392,
11/25/1999 0:00:00,13385,13568,13320,13536,
11/26/1999 0:00:00,13537,14007,13537,13888,
11/29/1999 0:00:00,13902,14053,13784,13854,
11/30/1999 0:00:00,13856,13856,13659,13778,
12/1/1999 0:00:00,13783,13874,13557,13874,
12/2/1999 0:00:00,13883,14273,13883,14213,
12/3/1999 0:00:00,14224,14573,14192,14408,
12/6/1999 0:00:00,14414,14542,14305,14344,
12/7/1999 0:00:00,14344,14508,14261,14299,
12/8/1999 0:00:00,14301,14410,14196,14410,
12/9/1999 0:00:00,14420,14737,14420,14584,
12/10/1999 0:00:00,14595,14785,14595,14783,
12/13/1999 0:00:00,14785,14977,14692,14811,
12/14/1999 0:00:00,14821,14893,14587,14644,
12/15/1999 0:00:00,14653,14653,14322,14322,
12/16/1999 0:00:00,14326,14680,14326,14497,
12/17/1999 0:00:00,14524,14792,14524,14788,
12/20/1999 0:00:00,14803,15178,14780,15110,
12/21/1999 0:00:00,15111,15591,15111,15591,
12/22/1999 0:00:00,15606,15916,15401,15916,
12/23/1999 0:00:00,15926,15999,15748,15953,
12/27/1999 0:00:00,15956,16119,15879,16011,
12/28/1999 0:00:00,16017,16398,15968,16376,
12/29/1999 0:00:00,16391,16802,16362,16772,
12/30/1999 0:00:00,16777,17104,16777,17091,
1/3/2000 0:00:00,17098,17408,16719,16930,
1/4/2000 0:00:00,16907,16907,15851,15851,
1/5/2000 0:00:00,15871,16302,15349,16245,
1/6/2000 0:00:00,16237,16498,15977,16106,
1/7/2000 0:00:00,16124,16448,16124,16309,
1/10/2000 0:00:00,16324,17056,16324,17022,
1/11/2000 0:00:00,17045,17196,16572,16572,
1/12/2000 0:00:00,16573,16723,16330,16616,
1/13/2000 0:00:00,16663,17715,16663,17298,
1/14/2000 0:00:00,17305,17800,17305,17657,
1/17/2000 0:00:00,17678,18099,17678,18053,
1/18/2000 0:00:00,18061,18061,17624,17903,
1/19/2000 0:00:00,17905,18074,17470,17470,
1/20/2000 0:00:00,17487,17622,17028,17176,
1/21/2000 0:00:00,17187,17372,16901,17034,
1/24/2000 0:00:00,17048,17262,16971,16971,
1/26/2000 0:00:00,16971,17105,16726,17105,
1/27/2000 0:00:00,17114,17422,17081,17081,
1/28/2000 0:00:00,17149,17252,16546,16734,
1/31/2000 0:00:00,16743,16748,16167,16388,
2/1/2000 0:00:00,16389,16675,16389,16522,
2/2/2000 0:00:00,16545,16874,16545,16868,
2/3/2000 0:00:00,16891,17457,16891,17457,
2/4/2000 0:00:00,17470,17961,17470,17932,
2/7/2000 0:00:00,17937,18125,17746,18125,
2/8/2000 0:00:00,18248,18729,18248,18685,
2/9/2000 0:00:00,18758,18885,18223,18361,
2/10/2000 0:00:00,18366,18671,18154,18603,
2/11/2000 0:00:00,18635,18774,18026,18083,
2/14/2000 0:00:00,18083,18264,17745,17819,
2/15/2000 0:00:00,17818,17931,17450,17920,
2/16/2000 0:00:00,17920,18247,17742,18112,
2/17/2000 0:00:00,18115,18297,17979,17979,
2/18/2000 0:00:00,17979,18008,17489,17625,
2/21/2000 0:00:00,17625,17886,17364,17699,
2/22/2000 0:00:00,17698,17913,17465,17489,
2/23/2000 0:00:00,17489,17855,17479,17833,
2/24/2000 0:00:00,17845,18118,17706,17775,
2/25/2000 0:00:00,17784,17987,17757,17786,
2/28/2000 0:00:00,17786,17786,17382,17542,
2/29/2000 0:00:00,17544,17822,17544,17660,
3/1/2000 0:00:00,17668,17953,17654,17953,
3/2/2000 0:00:00,17965,18154,17809,18015,
3/3/2000 0:00:00,18015,18631,18015,18631,
3/8/2000 0:00:00,18617,18617,18183,18282,
3/9/2000 0:00:00,18285,18650,18285,18650,
3/10/2000 0:00:00,18650,18720,18232,18280,
3/13/2000 0:00:00,18279,18279,17505,17594,
3/14/2000 0:00:00,17594,17936,17221,17221,
3/15/2000 0:00:00,17228,17468,16922,17381,
3/16/2000 0:00:00,17396,17660,17396,17642,
3/17/2000 0:00:00,17654,17733,17470,17511,
3/20/2000 0:00:00,17511,17732,17433,17525,
3/21/2000 0:00:00,17528,18343,17510,18342,
3/22/2000 0:00:00,18346,18620,18314,18314,
3/23/2000 0:00:00,18314,18643,18183,18331,
3/24/2000 0:00:00,18332,18691,18332,18674,
3/27/2000 0:00:00,18674,19046,18674,18951,
3/28/2000 0:00:00,18952,18959,18335,18337,
3/29/2000 0:00:00,18338,18574,17972,18053,
3/30/2000 0:00:00,18053,18053,17455,17646,
3/31/2000 0:00:00,17659,17949,17559,17820,
4/3/2000 0:00:00,17825,17825,17173,17245,
4/4/2000 0:00:00,17253,17450,16095,16757,
4/5/2000 0:00:00,16762,17042,16229,16714,
4/6/2000 0:00:00,16718,17152,16718,17146,
4/7/2000 0:00:00,17149,17513,17149,17513,
4/10/2000 0:00:00,17519,17571,16781,16783,
4/11/2000 0:00:00,16786,16867,16309,16539,
4/12/2000 0:00:00,16542,16785,16310,16323,
4/13/2000 0:00:00,16325,16605,15500,15500,
4/14/2000 0:00:00,15500,15500,14596,14794,
4/17/2000 0:00:00,14761,14820,14029,14815,
4/18/2000 0:00:00,14817,15468,14767,15408,
4/19/2000 0:00:00,15437,15535,14849,14926,
4/20/2000 0:00:00,14938,15203,14938,15203,
4/24/2000 0:00:00,15204,15225,14624,14794,
4/25/2000 0:00:00,14798,15402,14798,15400,
4/26/2000 0:00:00,15401,15517,15267,15446,
4/27/2000 0:00:00,15446,15487,14835,15440,
4/28/2000 0:00:00,15450,15906,15450,15537,
5/2/2000 0:00:00,15596,15944,15523,15524,
5/3/2000 0:00:00,15523,15523,14980,15108,
5/4/2000 0:00:00,15111,15143,14872,14969,
5/5/2000 0:00:00,14966,15217,14811,15217,
5/8/2000 0:00:00,15219,15223,14867,14890,
5/9/2000 0:00:00,14897,15041,14411,14581,
5/10/2000 0:00:00,14569,14586,14239,14433,
5/11/2000 0:00:00,14447,14723,14397,14498,
5/12/2000 0:00:00,14495,14638,14350,14458,
5/15/2000 0:00:00,14469,15069,14397,15055,
5/16/2000 0:00:00,15074,15445,15074,15360,
5/17/2000 0:00:00,15360,15360,14855,14870,
5/18/2000 0:00:00,14875,14973,14619,14626,
5/19/2000 0:00:00,14594,14618,13922,14326,
5/22/2000 0:00:00,14329,14368,13583,13891,
5/23/2000 0:00:00,13891,14145,13582,13587,
5/24/2000 0:00:00,13591,14197,13555,14166,
5/25/2000 0:00:00,14187,14499,14026,14185,
5/26/2000 0:00:00,14204,14548,14172,14542,
5/29/2000 0:00:00,14540,14857,14540,14772,
5/30/2000 0:00:00,14815,15307,14815,15248,
5/31/2000 0:00:00,15251,15328,14930,14956,
6/1/2000 0:00:00,14967,15472,14967,15450,
6/2/2000 0:00:00,15518,16260,15518,16222,
6/5/2000 0:00:00,16222,16312,15974,16022,
6/6/2000 0:00:00,16017,16172,15826,15946,
6/7/2000 0:00:00,15954,16277,15709,16271,
6/8/2000 0:00:00,16285,16640,16226,16398,
6/9/2000 0:00:00,16420,16560,16200,16342,
6/12/2000 0:00:00,16351,16364,16084,16096,
6/13/2000 0:00:00,16099,16359,16074,16354,
6/14/2000 0:00:00,16365,16523,16135,16366,
6/15/2000 0:00:00,16369,16629,16321,16561,
6/16/2000 0:00:00,16566,16598,16378,16424,
6/19/2000 0:00:00,16423,16862,16411,16850,
6/20/2000 0:00:00,16854,16949,16710,16843,
6/21/2000 0:00:00,16853,17371,16853,17254,
6/23/2000 0:00:00,17205,17265,16909,16977,
6/26/2000 0:00:00,16977,17019,16685,16744,
6/27/2000 0:00:00,16743,16780,16388,16512,
6/28/2000 0:00:00,16532,17101,16493,16842,
6/29/2000 0:00:00,16830,16849,16373,16407,
6/30/2000 0:00:00,16404,16836,16399,16727,
7/3/2000 0:00:00,16746,17098,16743,17088,
7/4/2000 0:00:00,17105,17340,17088,17279,
7/5/2000 0:00:00,17284,17361,17086,17134,
7/6/2000 0:00:00,17147,17366,17024,17348,
7/7/2000 0:00:00,17351,17754,17351,17598,
7/10/2000 0:00:00,17619,17794,17443,17471,
7/11/2000 0:00:00,17473,17473,16831,16880,
7/12/2000 0:00:00,16892,17174,16692,17053,
7/13/2000 0:00:00,17057,17353,16415,16444,
7/14/2000 0:00:00,16438,16884,16421,16880,
7/17/2000 0:00:00,16890,17394,16890,17387,
7/18/2000 0:00:00,17379,17565,17280,17368,
7/19/2000 0:00:00,17354,17357,16868,16927,
7/20/2000 0:00:00,16950,17352,16950,17203,
7/21/2000 0:00:00,17207,17364,17071,17318,
7/24/2000 0:00:00,17314,17585,17314,17385,
7/25/2000 0:00:00,17390,17530,17046,17049,
7/26/2000 0:00:00,17049,17211,16839,17121,
7/27/2000 0:00:00,17121,17225,16923,16948,
7/28/2000 0:00:00,16948,17038,16448,16485,
7/31/2000 0:00:00,16486,16712,16454,16454,
8/1/2000 0:00:00,16474,16591,16124,16289,
8/2/2000 0:00:00,16284,16534,16120,16314,
8/3/2000 0:00:00,16247,16761,16072,16720,
8/4/2000 0:00:00,16726,16907,16717,16761,
8/7/2000 0:00:00,16768,17014,16768,16995,
8/8/2000 0:00:00,17001,17061,16857,16884,
8/9/2000 0:00:00,16894,16976,16510,16533,
8/10/2000 0:00:00,16518,17007,16501,16834,
8/11/2000 0:00:00,16846,17395,16705,17395,
8/14/2000 0:00:00,17401,17925,17333,17810,
8/15/2000 0:00:00,17810,17901,17689,17744,
8/16/2000 0:00:00,17741,17770,17275,17330,
8/17/2000 0:00:00,17326,17853,17321,17702,
8/18/2000 0:00:00,17702,17780,17257,17313,
8/21/2000 0:00:00,17317,17433,17066,17083,
8/22/2000 0:00:00,17086,17427,17086,17224,
8/23/2000 0:00:00,17252,17455,17137,17450,
8/24/2000 0:00:00,17454,17454,17186,17310,
8/25/2000 0:00:00,17315,17667,17315,17642,
8/28/2000 0:00:00,17657,17685,17380,17460,
8/29/2000 0:00:00,17453,17490,17232,17354,
8/30/2000 0:00:00,17358,17563,17309,17414,
8/31/2000 0:00:00,17416,17562,17327,17346,
9/1/2000 0:00:00,17359,17577,17359,17577,
9/4/2000 0:00:00,17577,17714,17569,17613,
9/5/2000 0:00:00,17613,17632,17416,17424,
9/6/2000 0:00:00,17441,17647,17441,17589,
9/8/2000 0:00:00,17594,17686,17428,17433,
9/11/2000 0:00:00,17442,17448,17236,17287,
9/12/2000 0:00:00,17285,17303,16882,16882,
9/13/2000 0:00:00,16888,17089,16878,16998,
9/14/2000 0:00:00,17031,17104,16730,16768,
9/15/2000 0:00:00,16770,16770,16515,16563,
